table_size;sample_size;rf_accuracy;train_test_overfit;cv_overfit;best_rf;rf_cmatrix;discarded;rf_perm_importance;travel_mode;distance_threshold;trip_purpose;age_cohort;activity_cohort;schema
2022;145993.0;0.644;True;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[103  68]
 [220 418]]";False;{'Feature': {2: 'acc_leisure_bar', 3: 'acc_leisure_cultural', 37: 'des_straightness', 31: 'den_perc_shopping_market', 22: 'den_perc_leisure_bar', 41: 'div_wt_leisure', 25: 'den_perc_office', 12: 'acc_shopping_market', 27: 'den_perc_school_basic', 42: 'div_wt_school', 21: 'den_perc_industrial', 23: 'den_perc_leisure_cultural', 35: 'des_betweenness', 4: 'acc_leisure_shows', 5: 'acc_parks_L', 0: 'acc_care_other', 13: 'acc_sport_other', 28: 'den_perc_school_superior', 24: 'den_perc_leisure_shows', 15: 'den_built_total', 38: 'div_ut_care', 17: 'den_perc_care_other', 20: 'den_perc_housing_sfr', 34: 'den_perc_unbuilt', 29: 'den_perc_shopping_alone', 10: 'acc_shopping_alone', 32: 'den_perc_sport_other', 7: 'acc_parks_S', 36: 'des_building_age', 26: 'den_perc_parking', 43: 'div_wt_shopping', 30: 'den_perc_shopping_mall', 6: 'acc_parks_M', 40: 'div_wt_care', 14: 'acc_transportation', 11: 'acc_shopping_mall', 19: 'den_perc_housing_ch', 33: 'den_perc_storage', 9: 'acc_school_superior', 18: 'den_perc_care_public', 44: 'div_wt_sport', 8: 'acc_school_basic', 1: 'acc_care_public', 16: 'den_far_ag', 39: 'div_ut_leisure'}, 'Importance_Mean': {2: 0.008240626287597908, 3: 0.007128141738772183, 37: 0.0056448290070045815, 31: 0.004985578903996768, 22: 0.0040379068809229925, 41: 0.0035434693036671167, 25: 0.002884219200659303, 12: 0.001854140914709579, 27: 0.0013185002060157047, 42: 0.00024721878862798974, 21: 0.00020601565718999146, 23: 0.00012360939431397636, 35: 8.240626287602989e-05, 4: 1.4802973661668754e-17, 5: 0.0, 0: -0.0002884219200658881, 13: -0.0003296250515038753, 28: -0.0004944375772558352, 24: -0.0009888751545117072, 15: -0.0012772970745776214, 38: -0.0018541409147094679, 17: -0.0023073753605273493, 20: -0.0023897816234033234, 34: -0.002472187886279309, 29: -0.0025133910177173036, 10: -0.002884219200659203, 32: -0.002925422332097198, 7: -0.003049031726411152, 36: -0.003213844252163104, 26: -0.0035846724351050185, 43: -0.0036670786979810005, 30: -0.003996703749484917, 6: -0.0040379068809229, 40: -0.0043263288009888394, 14: -0.00436753193242682, 11: -0.0057684384013184575, 19: -0.006592501030078243, 33: -0.0067161104243922114, 9: -0.007128141738772098, 18: -0.007375360527400036, 44: -0.008652657601977705, 8: -0.009270704573547535, 1: -0.00943551709929951, 16: -0.010712814173877165, 39: -0.011001236093943097}, 'Importance_Std': {2: 0.005428815522703118, 3: 0.000993157873357553, 37: 0.003039272122935314, 31: 0.005766819479692658, 22: 0.006594560864851285, 41: 0.0034777005102610914, 25: 0.00444917510892233, 12: 0.006484095308363068, 27: 0.002781135068922337, 42: 0.0029666254635352437, 21: 0.007306443380819059, 23: 0.00048926007775188, 35: 0.003376646270877275, 4: 0.0006383161674837071, 5: 0.0, 0: 0.005337515415828887, 13: 0.002591542677134957, 28: 0.0027194066749072964, 24: 0.0012111197739348163, 15: 0.004118046348029486, 38: 0.004158251380137687, 17: 0.0029378728421880257, 20: 0.0034215969496541676, 34: 0.0021409775124460696, 29: 0.0032779156329952644, 10: 0.004449175108922324, 32: 0.003953998135190246, 7: 0.003995641671990324, 36: 0.0032641618986960657, 26: 0.0024793879494569987, 43: 0.004771208759039176, 30: 0.004941112781297338, 6: 0.0014249374920305452, 40: 0.0032193860495455294, 14: 0.0039053961635180266, 11: 0.0035587676772458545, 19: 0.0039001762064109586, 33: 0.0031219360098087546, 9: 0.0029542961302420085, 18: 0.002377317138319193, 44: 0.004305677948945404, 8: 0.005290231771319974, 1: 0.004393305022432161, 16: 0.0038475871544882577, 39: 0.0036298532326719474}};walking;600;Care;all_features_be;;
5074;359623.0;0.644;True;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 183  112]
 [ 610 1125]]";False;{'Feature': {3: 'den_perc_housing_sfr', 6: 'den_perc_shopping_market', 1: 'acc_shopping_market', 10: 'des_mean_degree', 9: 'des_betweenness', 0: 'acc_shopping_mall', 11: 'des_straightness', 4: 'den_perc_shopping_alone', 2: 'acc_transportation', 7: 'den_perc_unbuilt', 5: 'den_perc_shopping_mall', 12: 'div_wt_shopping', 8: 'den_pop_total'}, 'Importance_Mean': {3: 0.0025123152709359943, 6: 0.0011822660098522396, 1: 0.000328407224958982, 10: -0.0008702791461411804, 9: -0.0016256157635467542, 0: -0.002101806239737251, 11: -0.004499178981937568, 4: -0.00494252873563216, 2: -0.006190476190476158, 7: -0.008128078817733964, 5: -0.014006568144499142, 12: -0.021921182266009816, 8: -0.026551724137930995}, 'Importance_Std': {3: 0.0034514411932223396, 6: 0.003861264619165614, 1: 0.003962039563372923, 10: 0.003765994727698419, 9: 0.002318064206089311, 0: 0.003882851269698365, 11: 0.0028772671413871335, 4: 0.005385002331714432, 2: 0.003468585121662395, 7: 0.002984939859995541, 5: 0.0029874680166567308, 12: 0.0036260753260537832, 8: 0.004936524291905907}};walking;1500;Shopping;only_purpose_features_be;;
2022;145993.0;0.644;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[110  61]
 [227 411]]";False;{'Feature': {0: 'des_building_age', 1: 'acc_general', 2: 'den_less_walkable'}, 'Importance_Mean': {0: 0.11825298722702929, 1: 0.1056036258755666, 2: 0.02768850432632884}, 'Importance_Std': {0: 0.013758391311960449, 1: 0.012093031335821335, 2: 0.006661158756641531}};walking;600;Care;purpose_combined_features_be;;
21228;1560109.0;0.644;False;False;{'max_depth': 5, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[ 955  680]
 [2347 4510]]";False;{'Feature': {0: 'dem_income', 2: 'dem_household_size', 1: 'dem_attitude'}, 'Importance_Mean': {0: 0.0662662898414194, 2: 0.06290233945674362, 1: 0.016678442455644562}, 'Importance_Std': {0: 0.003623415349937436, 2: 0.004614354927496489, 1: 0.0038624448229039065}};walking;1200;all;combined_features_dem;;
2022;145993.0;0.644;False;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 50};"[[111  60]
 [228 410]]";False;{'Feature': {0: 'des_building_age', 1: 'acc_care_other'}, 'Importance_Mean': {0: 0.08941079522043681, 1: 0.027729707457766827}, 'Importance_Std': {0: 0.014892524030005735, 1: 0.010281068898071016}};walking;600;Care;only_purpose_features_be;;
3501;253705.0;0.642;True;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 41  27]
 [475 858]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income'}, 'Importance_Mean': {1: 0.0581727337615989, 0: 0.048750892219842995}, 'Importance_Std': {1: 0.0089260044225844, 0: 0.007020570231908013}};walking;600;Shopping;all_features_dem;;
5580;436009.0;0.642;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 230  179]
 [ 620 1203]]";False;{'Feature': {12: 'div_walkable', 3: 'den_land_use_walkable', 7: 'den_pop_total', 5: 'den_perc_housing_sfr', 11: 'des_straightness', 4: 'den_less_walkable', 10: 'des_building_age', 1: 'acc_green_areas', 9: 'des_betweenness', 6: 'den_perc_unbuilt', 8: 'den_urban_form', 2: 'acc_transportation', 0: 'acc_general'}, 'Importance_Mean': {12: 0.005570489844683428, 3: 2.590520390792032e-17, 7: -0.0004778972520907569, 5: -0.0010304659498207506, 11: -0.001762246117084787, 4: -0.0029420549581839596, 10: -0.003405017921146928, 1: -0.0038829151732377148, 9: -0.004420549581839876, 6: -0.0048536439665471795, 8: -0.005271804062126628, 2: -0.007078853046594976, 0: -0.01701015531660692}, 'Importance_Std': {12: 0.004387759209571969, 3: 0.0052427651009504484, 7: 0.0014117445995336273, 5: 0.0023111506051127157, 11: 0.0014164761889342227, 4: 0.0014800023689219475, 10: 0.005963551687803276, 1: 0.0023660363676455973, 9: 0.0016471105948581096, 6: 0.0013494681832744943, 8: 0.0016870459412152547, 2: 0.001902232177788612, 0: 0.002669397132976584}};walking;900;Study;combined_features_be;;
3501;253705.0;0.642;True;True;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 100};"[[ 41  27]
 [475 858]]";False;{'Feature': {1: 'dem_household_size', 0: 'dem_income'}, 'Importance_Mean': {1: 0.0581727337615989, 0: 0.048750892219842995}, 'Importance_Std': {1: 0.0089260044225844, 0: 0.007020570231908013}};walking;600;Shopping;combined_features_dem;;
3571;255187.0;0.642;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[300 245]
 [266 618]]";False;{'Feature': {2: 'div_walkable', 1: 'acc_general', 3: 'den_land_use_walkable', 0: 'acc_transportation', 4: 'den_less_walkable'}, 'Importance_Mean': {2: 0.06682995101469556, 1: 0.044390016328434756, 3: 0.02418940984371352, 0: 0.01845113132726845, 4: 0.015861908094238358}, 'Importance_Std': {2: 0.007846287185180713, 1: 0.006973794105743943, 3: 0.004439425114949785, 0: 0.006273396637946655, 4: 0.003505165151623382}};walking;1200;Care;combined_features_be;;
5074;359623.0;0.641;True;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[ 179  116]
 [ 613 1122]]";False;{'Feature': {5: 'den_land_use_walkable', 11: 'den_perc_unbuilt', 13: 'den_urban_form', 4: 'acc_transportation', 1: 'acc_green_areas', 17: 'div_walkable', 10: 'den_perc_shopping_market', 15: 'des_mean_degree', 7: 'den_perc_housing_sfr', 16: 'des_straightness', 9: 'den_perc_shopping_mall', 2: 'acc_shopping_mall', 8: 'den_perc_shopping_alone', 14: 'des_betweenness', 3: 'acc_shopping_market', 6: 'den_less_walkable', 12: 'den_pop_total', 0: 'acc_general'}, 'Importance_Mean': {5: 0.0037931034482758847, 11: 0.0031034482758620936, 13: 0.001083743842364567, 4: 0.0007553366174056071, 1: -0.0008045977011493898, 17: -0.0017733990147782948, 10: -0.0027914614121510454, 15: -0.0036945812807881563, 7: -0.003776683087027888, 16: -0.004220032840722465, 9: -0.004958949096880109, 2: -0.006075533661740544, 8: -0.008916256157635446, 14: -0.009343185550082067, 3: -0.01065681444991787, 6: -0.014137931034482742, 12: -0.01415435139573068, 0: -0.020640394088669925}, 'Importance_Std': {5: 0.001843839140119503, 11: 0.002553828119924708, 13: 0.0023910662265047436, 4: 0.002419093183671974, 1: 0.0017828762151523188, 17: 0.0028172287029581814, 10: 0.0029152500520423226, 15: 0.001961185146541326, 7: 0.0033635698204451487, 16: 0.003323288025699823, 9: 0.0022821348641171323, 2: 0.0026385226479808946, 8: 0.003695894676236987, 14: 0.0032464594857264757, 3: 0.0028426201697068043, 6: 0.0033414123905638675, 12: 0.003716809614354353, 0: 0.004104466290830228}};walking;1500;Shopping;purpose_combined_features_be;;
3917;305460.0;0.64;True;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[118  66]
 [498 885]]";False;{'Feature': {1: 'acc_general', 4: 'den_perc_housing_sfr', 0: 'acc_transportation', 3: 'den_perc_unbuilt', 2: 'des_betweenness'}, 'Importance_Mean': {1: 0.09817060199957453, 4: 0.08487555839183152, 0: 0.026441182727079317, 3: 0.024611784726653874, 2: 0.019783024888321597}, 'Importance_Std': {1: 0.007817738876177205, 4: 0.005499560315016845, 0: 0.0052873397224227695, 3: 0.0056015059172033425, 2: 0.005614375864179394}};walking;600;Study;combined_features_be;;
7299;564921.0;0.64;False;False;{'max_depth': 10, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 441  429]
 [ 621 1429]]";False;{'Feature': {2: 'acc_school_basic', 0: 'div_wt_school', 1: 'den_perc_housing_sfr'}, 'Importance_Mean': {2: 0.08196347031963472, 0: 0.05158675799086758, 1: 0.048904109589041116}, 'Importance_Std': {2: 0.008512339005695611, 0: 0.004651724933760044, 1: 0.006097685847131758}};walking;1500;Study;only_purpose_features_be;;
5580;436009.0;0.639;True;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 100};"[[ 243  166]
 [ 640 1183]]";False;{'Feature': {20: 'dem_cohort_ages_13-18', 32: 'dem_hou_structure_students_age13_18', 35: 'dem_household_size', 26: 'dem_education', 60: 'des_straightness', 59: 'des_building_age', 23: 'dem_cohort_ages_6-12', 28: 'dem_hou_size', 64: 'div_wt_school', 24: 'dem_cohort_less_5', 19: 'dem_att_vehicle', 51: 'den_perc_shopping_alone', 0: 'acc_care_other', 5: 'acc_parks_L', 29: 'dem_hou_structure_children', 53: 'den_perc_shopping_market', 47: 'den_perc_office', 30: 'dem_hou_structure_other', 34: 'dem_hou_structure_worker', 14: 'dem_activity_retired', 16: 'dem_activity_unemployed', 15: 'dem_activity_student', 22: 'dem_cohort_ages_41-65', 21: 'dem_cohort_ages_19-40', 25: 'dem_cohort_more_65', 31: 'dem_hou_structure_retiree', 3: 'acc_leisure_cultural', 17: 'dem_att_card', 50: 'den_perc_school_superior', 8: 'acc_school_basic', 1: 'acc_care_public', 62: 'div_wt_care', 18: 'dem_att_license', 45: 'den_perc_leisure_cultural', 44: 'den_perc_leisure_bar', 27: 'dem_gender', 56: 'den_perc_unbuilt', 6: 'acc_parks_M', 9: 'acc_school_superior', 38: 'den_far_ag', 33: 'dem_hou_structure_students_age6_12', 46: 'den_perc_leisure_shows', 58: 'des_betweenness', 48: 'den_perc_parking', 11: 'acc_shopping_market', 4: 'acc_leisure_shows', 36: 'dem_income', 41: 'den_perc_housing_ch', 55: 'den_perc_storage', 57: 'den_pop_total', 52: 'den_perc_shopping_mall', 40: 'den_perc_care_public', 39: 'den_perc_care_other', 61: 'div_ut_care', 42: 'den_perc_housing_sfr', 65: 'div_wt_sport', 12: 'acc_sport_other', 2: 'acc_leisure_bar', 10: 'acc_shopping_mall', 54: 'den_perc_sport_other', 43: 'den_perc_industrial', 37: 'den_built_total', 63: 'div_wt_leisure', 13: 'acc_transportation', 49: 'den_perc_school_basic', 7: 'acc_parks_S'}, 'Importance_Mean': {20: 0.004360812425328509, 32: 0.004196535244922306, 35: 0.003823178016726362, 26: 0.0032407407407407107, 60: 0.0028524492234169195, 59: 0.002255077658303428, 23: 0.0020011947431301893, 28: 0.001747311827956947, 64: 0.0013291517323775056, 24: 0.0009856630824372455, 19: 0.0009557945041815619, 51: 0.0006272401433691418, 0: 0.0005675029868577856, 5: 0.0005077658303464406, 29: 0.0004928315412185968, 53: 0.0004032258064515718, 47: 4.480286738346439e-05, 30: 0.0, 34: 0.0, 14: 0.0, 16: 0.0, 15: 0.0, 22: 0.0, 21: 0.0, 25: 0.0, 31: 0.0, 3: -2.9868578255713243e-05, 17: -0.00010454002389490199, 50: -0.00016427718040623967, 8: -0.0002389486260454432, 1: -0.0002986857825567883, 62: -0.0003285543608124608, 18: -0.00035842293906816666, 45: -0.00038829151732382806, 44: -0.00043309438470732207, 27: -0.00044802867383516947, 56: -0.0004928315412186709, 6: -0.0006720430107527172, 9: -0.0006720430107527282, 38: -0.0007019115890084045, 33: -0.0008213859020311094, 46: -0.0010752688172043297, 58: -0.0014486260454002696, 48: -0.0016875746714456721, 11: -0.0017473118279570357, 4: -0.001777180406212701, 36: -0.0018817204301075697, 41: -0.0019414575866188999, 55: -0.002090800477897277, 57: -0.0021505376344086373, 52: -0.002240143369175655, 40: -0.0022550776583035058, 39: -0.0025836320191159373, 61: -0.0026284348864994383, 42: -0.002658303464755115, 65: -0.0031511350059737486, 12: -0.0038381123058542762, 2: -0.003927718040621301, 10: -0.003972520908004817, 54: -0.004091995221027512, 43: -0.004554958183990473, 37: -0.004614695340501818, 63: -0.005227001194743164, 13: -0.005361409796893701, 49: -0.005391278375149388, 7: -0.0055256869772999226}, 'Importance_Std': {20: 0.0017693193810776405, 32: 0.0014970833424143091, 35: 0.0017685628844787864, 26: 0.0016790950088545757, 60: 0.0016173910968843698, 59: 0.0028347232069285536, 23: 0.0009089082469953968, 28: 0.0009422814548594668, 64: 0.0019511407269201266, 24: 0.0008047905367567142, 19: 0.0019485670764994092, 51: 0.0012860842378501181, 0: 0.0013684242758608492, 5: 0.00032169443292320057, 29: 0.00026756978594933415, 53: 0.002241188525601618, 47: 0.0013994472839626729, 30: 0.0, 34: 0.0, 14: 0.0, 16: 0.0, 15: 0.0, 22: 0.0, 21: 0.0, 25: 0.0, 31: 0.0, 3: 0.0004318050267264397, 17: 0.0010390874424611209, 50: 0.0014836147059188586, 8: 0.0019690620936498654, 1: 0.0022971635955882554, 62: 0.0017038184823120384, 18: 0.00026881720430108486, 45: 0.00034186150365173094, 44: 0.0019200292499593128, 27: 0.001072776881485542, 56: 0.0015706584357489317, 6: 0.0006916688277723696, 9: 0.0013869605451767306, 38: 0.0013962562017482288, 33: 0.0014863181971979719, 46: 0.0007981116616420166, 58: 0.0017416864588220328, 48: 0.000870939265939263, 11: 0.0018412833860245881, 4: 0.0009502949982038922, 36: 0.0024138172831797973, 41: 0.002323230165188777, 55: 0.0013703787033398419, 57: 0.0020479043866692844, 52: 0.001619527086227707, 40: 0.0014700226723091787, 39: 0.0014572223970583048, 61: 0.001703032890101367, 42: 0.0009742835382497029, 65: 0.0015411289138766834, 12: 0.0013573781878601506, 2: 0.003011435617392995, 10: 0.0018353992229076762, 54: 0.0017418785318785417, 43: 0.001499762555152489, 37: 0.0019292997691856975, 63: 0.0022321642044842885, 13: 0.0015754790272258725, 49: 0.003452018209166395, 7: 0.0018736433198999034}};walking;900;Study;all_features_all;;
4047;286673.0;0.639;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 50};"[[593 113]
 [472 441]]";False;{'Feature': {0: 'dem_att_vehicle', 1: 'dem_att_license'}, 'Importance_Mean': {0: 0.08033765698991151, 1: 0.03143915997529341}, 'Importance_Std': {0: 0.010614660714002236, 1: 0.009828902158833277}};walking;1500;Care;all_features_all;;
21228;1560109.0;0.638;False;False;{'max_depth': 10, 'min_samples_leaf': 10, 'min_samples_split': 10, 'n_estimators': 50};"[[1005  630]
 [2443 4414]]";False;{'Feature': {1: 'den_pop_total', 0: 'den_perc_housing_sfr'}, 'Importance_Mean': {1: 0.06787564766839375, 0: 0.06370309310723815}, 'Importance_Std': {1: 0.003758377310115603, 0: 0.0037903267101786664}};walking;1200;all;only_density;;
7299;564921.0;0.638;False;False;{'max_depth': 5, 'min_samples_leaf': 5, 'min_samples_split': 20, 'n_estimators': 100};"[[ 475  395]
 [ 663 1387]]";False;{'Feature': {8: 'acc_school_basic', 40: 'div_wt_school', 17: 'den_perc_housing_ch', 20: 'den_perc_leisure_bar', 2: 'acc_leisure_bar', 1: 'acc_care_public', 39: 'div_wt_leisure', 12: 'acc_sport_other', 23: 'den_perc_office', 31: 'den_perc_storage', 25: 'den_perc_school_basic', 11: 'acc_shopping_market', 38: 'div_wt_care', 9: 'acc_school_superior', 32: 'den_perc_unbuilt', 14: 'den_far_ag', 28: 'den_perc_shopping_mall', 27: 'den_perc_shopping_alone', 7: 'acc_parks_S', 33: 'den_pop_total', 35: 'des_mean_degree', 16: 'den_perc_care_public', 13: 'acc_transportation', 26: 'den_perc_school_superior', 19: 'den_perc_industrial', 24: 'den_perc_parking', 37: 'div_ut_care', 41: 'div_wt_sport', 21: 'den_perc_leisure_cultural', 10: 'acc_shopping_mall', 34: 'des_betweenness', 3: 'acc_leisure_cultural', 30: 'den_perc_sport_other', 5: 'acc_parks_L', 36: 'des_straightness', 29: 'den_perc_shopping_market', 4: 'acc_leisure_shows', 22: 'den_perc_leisure_shows', 6: 'acc_parks_M', 18: 'den_perc_housing_sfr', 15: 'den_perc_care_other', 0: 'acc_care_other'}, 'Importance_Mean': {8: 0.017123287671232893, 40: 0.00696347031963472, 17: 0.006940639269406409, 20: 0.006803652968036556, 2: 0.006061643835616459, 1: 0.005410958904109609, 39: 0.005410958904109594, 12: 0.0050456621004566415, 23: 0.004954337899543389, 31: 0.004075342465753444, 25: 0.0038242009132420226, 11: 0.0036643835616438545, 38: 0.0035616438356164534, 9: 0.0031392694063927086, 32: 0.0028881278538812802, 14: 0.0028767123287671355, 28: 0.0028652968036529725, 27: 0.0026826484018264967, 7: 0.0025228310502283173, 33: 0.002031963470319642, 35: 0.0019977168949771823, 16: 0.0018721461187214776, 13: 0.001666666666666683, 26: 0.0015981735159817415, 19: 0.001495433789954348, 24: 0.001415525114155262, 37: 0.001164383561643852, 41: 0.0010045662100456691, 21: 0.0009817351598173873, 10: 0.0008333333333333452, 34: 0.0006506849315068693, 3: 0.0005022831050228493, 30: 0.000376712328767137, 5: 0.00018264840182649066, 36: 7.990867579909707e-05, 29: -0.0002054794520547983, 4: -0.00042237442922373375, 22: -0.0006050228310502207, 6: -0.0006392694063926841, 18: -0.0007762557077625373, 15: -0.0009246575342465683, 0: -0.0034132420091324074}, 'Importance_Std': {8: 0.0033786868919974374, 40: 0.0018597148248564546, 17: 0.001865172444337915, 20: 0.002719292139202598, 2: 0.0019556563746944214, 1: 0.001404805485197736, 39: 0.001315710459746474, 12: 0.0012903078676661872, 23: 0.0009304878480508965, 31: 0.0008024229119082195, 25: 0.0022107543016501724, 11: 0.0016236151722498488, 38: 0.0014329098889966391, 9: 0.0019674815668604974, 32: 0.0011984126786867956, 14: 0.0012398332404005043, 28: 0.0010405675379654793, 27: 0.0010687394829815599, 7: 0.0014649726223734945, 33: 0.001381042660715662, 35: 0.0010465614963183873, 16: 0.0012652192696344662, 13: 0.0010071573059412145, 26: 0.001200531216907297, 19: 0.000994461948619729, 24: 0.0010032681526356017, 37: 0.0009670236796596968, 41: 0.0011560720457691536, 21: 0.0003827181418776443, 10: 0.0014412976373762135, 34: 0.0011808862773675778, 3: 0.0006947545230458216, 30: 0.0011675688368586272, 5: 0.0004821623763000833, 36: 0.0011819892911307142, 29: 0.0005125558064073994, 4: 0.0011312894819978604, 22: 0.0009673605160904247, 6: 0.0012018330765526835, 18: 0.0018055304949559268, 15: 0.0007716253249370287, 0: 0.0017179891223605272}};walking;1500;Study;all_features_be;;
